lemma,count
κατάπλαγαι,4
βλάψω,4
φιληθίσκω,1
λωπίζω,1
ἀγελαρχέω,1
βοαάσκω,3
γρυπόομαι,2
προσδωρέω,1
γίγγανωμαι,1
προσαρύω,1
προαλγέω,8
ἀναμνήζομαι,7
ὁμοιίωω,1
ὑποπαρενθυμέω,1
διαστοιβάζω,1
συνεμέω,1
ἐπιπτύω,3
κνενικέω,1
ὑπεραποδέχομαι,1
λούω,987
περιήσθμαινω,1
συνίνορχημι,1
νενικακεάι,1
πυρέσιζω,4
ἐπιζώσκω,1
συνεστάρχομαι,1
ἀφωννάομαι,1
συβαρίζω,1
ἀρρηφορέω,1
παρέλκω,35
ὑπερεκτίνω,1
συμπεραιόω,2
φροντίθω,1
ἐνοχέω,1
προσαύσσω,2
ἀποβλάπτω,3
λειίφω,1
συγγιπαθεν́σκω,2
ἀνάπω,2
φαμνάνομαι,1
συνελείκνυμι,2
πρόειμαι,3
παρατετεύχερχομια,1
συμβιάω,1
καταδημοκοπέω,1
σίνδονα,1
ἠρετάζω,2
ἐκρίφω,7
περιέλημι,1
ἀνατρίβω,121
συνετρυφάω,1
κατοιχομένοιο,1
ἀνελκύδω,1
γεγύμνημι,2
ξυνάγω,19
δα,9
ξυναποθνῄσκω,6
κωνάω,1
παραδιεζευκνέομαι,1
λειπανδρέω,1
φυγοδικέω,1
παρεσκεύασμαι,9
νενρώνω,1
ξηραλειφέω,1
ἱδρῦμαι,5
ἐκτίκτω,41
ψαλίζω,2
θηλέω,3
ἀπόρνυμι,8
τεχνάω,6
ὑφο͂σιντημι,1
δείξσω,2
παραπονέω,2
δῃόομαι,1
ἐκφθείρω,13
φάινομαι,1
ἀναπώομαι,1
κατιδίδωμι,4
κεκινδυνεύω,2
περισ́ομοα,1
ἐπαναρρήσσω,1
γλύσσω,1
λιθουργέω,1
πειστίθημι,10
ἐπικοιμάομαι,8
μυθέομαι,108
ἀναστοιχειόω,1
ἀποσφενδονέω,2
προπεμφ́νω,1
ἀβεβλήκω,2
περιλιχμέομαι,1
ἐγελάσσω,1
προσοφέλλω,2
ἐπικρώζω,1
πεπτηυίειινω,1
κημόω,1
παροξυίνω,4
ἀπομεστόομαι,1
προρρέω,3
κχρίσνυμι,2
ὀλεσʼ́σκω,1
μεταλλουργέω,1
ἐπιθάω,4
θαλασσεύνοτι,1
καταπεφρονῆκα,1
διπλασάζω,1
ὕληι,1
καταρρίπτω,32
πηξαίνω,1
συγκατολισθάνω,1
κατακτάνω,1
συνίειμι,1
ἐκπειράζω,1
εἰσδύω,19
ἐπεξέρπω,1
θηάω,1
προσελάω,1
σημνῄσκω,2
συνιτίθημι,1
ἐντύχημι,1
τετελειάω,1
ἀπιθέω,11
κλαδάω,2
ἀπιστήζω,2
συναίσθω,3
διαπλάσσομαι,2
συναβουλεύζω,1
συμπράσσω,283
ἐγκαλύπτω,75
κοκκύω,1
ἀπογεννᾷν,1
προσφυσάω,1
ἀφικέω,2
δυσμαθέω,1
πλινθοφορέω,2
ἐντυπόω,8
ὑπολαβω,1
εἰκοιέω,1
διαψέγω,2
ἀνακωχέω,4
σεσηφυιάω,1
ῥυμφάνω,2
δίημι,65
αἱμωδέω,3
σκερβόλλω,1
πείννυμι,1
ἀπεμπολάω,19
ὑπαρῶπτω,1
ἐγκίρναμι,1
φιλοχρημονέω,1
διεθίζω,1
κατάκεκρυμμαι,5
δραγμεύω,1
προσηίω,6
προεμηχανάομαι,1
προσανατίθημι,2
προσδιαπολεμέω,1
ἔγκαταλελοιπα,1
συμμελετάω,2
βαρυτονέω,15
διαθρυλέω,14
ἀξωρίω,1
ἐκπεποιέω,1
καθίστομαι,1
μετενέχω,1
ὑποικέω,2
προάγω,1207
ψευστέω,1
συνειδίδωμι,3
τράπτω,4
ἐπεργάζω,1
προάχω,1
ἐπανακρεμάννυμι,1
ἐμπορπόω,1
ἀπαπνέω,1
ὑπερσπουδάζω,2
γενεαλογέομαι,1
ἐξεκολάπτω,1
ἀποδοκιμάω,5
προσανάλλω,1
ἀλεάω,1
νίσσω,1
δακρυόω,1
συναγορέω,5
συνεκπίπτω,34
γ̔ύγνυμι,1
ἐφοδέω,1
πηδόομαι,1
καταπλάζω,6
συμῖπμι,1
ἡμερίωω,1
περιπεπλάζομαι,1
εὐαόν,1
ἐνδιατρρίπτω,1
πιξυγκράσκω,1
ἐκκεχύω,1
λήγω,591
προφροντίζω,2
ζακέω,1
σύμνιστημι,1
κατισχύνω,1
σεπλεύω,1
τρίπτομαι,1
εὐδοξέω,19
συντιτρώσκω,10
καπυρόομαι,2
ἀπερρίμμαι,1
εὐσημή,1
συνεμπίπτω,14
ἀπαξηρέφω,2
προσεκτίνω,2
ὑποξίζω,1
ῥητινέω,3
σύγκεχυμαι,2
ἀντιστρατεύω,1
δευτερόω,1
ἀποκηρυξʼ́ομαι,1
προσδιομολογέω,1
ξέσσυμι,2
ἀερίζω,2
συρίσσομαι,3
ἐπιπτΐημι,1
ἐγγιχεαν́σκω,1
ἀμφιθάλλω,1
ἀποκαρφολογέω,1
προσενέρχομαι,2
ἐξοστιασ́ννυμι,2
ὀρθιάζω,1
στρατεύω,1915
ἐναβρύνω,5
πάρεγκειμαι,1
διαγεγραμ́ω,1
ἁγνεύω,33
μνητίθημι,1
προσπεποιέω,1
καταθραίω,1
εἰδάω,5
ἀπεψυκνέομαι,3
οὐριοδρομέω,3
ἀποξέννυμι,1
θερμοτραγέω,1
λεπτύζω,7
κατεσκελετεύω,1
ὑποστρέπω,5
προσαιρέννυμι,2
συμπροέω,1
ἀπολ́ωλα,18
λοχάω,99
χειμασκέω,3
διερευνάω,48
προφωνέω,9
τητάομαι,16
ἁρμόξημι,1
δελτόομαι,1
ἐξανθρωπίζω,1
τουτέστι,1128
τόρνυμι,10
κατέρρω,1
ἀπκλείω,3
ἐκνοσφίζομαι,1
ἀγηγερίσκω,1
εἴμι2,1
ἐκπταίνω,1
φέρβω,44
δεδωροδοκέω,1
ἀμφορέω,1
βεβιόομαι,7
ἀναξηρέφω,2
ἀποκτεν́ζω,2
ὑποπλήδω,1
ἐπιπηδέω,1
σπάκω,1
προκαρόω,1
βεβυθίζω,1
διασκίδναμι,1
ἀνθρώσκω,2
διατράομαι,1
λικμέω,2
μεριόω,1
ἐσταυρέω,1
ἀναφαίνομαι,1
ὑπερσοφιστεύω,1
πεπόνθα,266
ἀνανήχω,1
εἰσεκεραννύω,1
ἀντολοφύρομαι,1
ἀνοφαίνω,6
ἐπιμπράμνω,1
προαγιγνώσκω,18
ἀπομικρύνω,1
κομπόω,1
πναουσʼ́ομαι,1
μεμαίνω,1
φαλαγγίω,1
ἀριστεύουμʼ2,1
ἐπιχλιαίνω,5
γγεγυάω,1
λημέω,1
ἀχρηστόω,5
κλητεύω,13
διεξέρχʼμαι,1
ἀπορρύπτω,78
ὑπαγιζώσκω,8
ἐπισφραγίζω,16
προσαλλάσσω,1
προσεκαθίζω,2
κυλλόω,7
δχπνω,1
ἀρρητοποιέω,1
ὀπάζομαι,1
ρρωζμαίω,1
προπαροξύνω,7
ἑψόω,6
Ῥωμαΐζω,1
μετίστημι,12
βοηθάω,1
παιδοτροφέω,8
περιέπω,73
πάρθημι,3
ὑπεκσῴζω,2
ἐᾷν,23
δασμοφορέω,3
διαμαχάω,1
καταρερήγνυμι,3
ἐπιβέομαι,1
ἐπισσείω,2
συνεπιγίγνομαι,1
παρανήγω,1
ἐπιλανχάνω,2
συνεστράμμαι,3
ναυαγάω,2
ἐναποδίζω,1
φωμιλέω,1
ξυνμείγνυμι,1
ὑπερπεπεινήκω,1
ἐμβριμάομαι,1
ὑπεραναβίβημι,1
ψυχορραγέω,7
διονυσομανόω,1
ἀνίγνυεω,1
συμπληρόο,1
ἐγγυμνάζω,18
πηρόω,103
μεσεγγυόομαι,1
ἱπποθυτέω,1
συμφέσπομαι,1
ἀνθελκέω,2
καταφέρομαι,1
συμξητάζω,1
ἀνομεμιχέω,2
πελαστάω,1
ἀντεκτρέφω,3
ἐγγομφέω,1
τρωγλοδυτέω,1
ὡμιλ́ηκα,2
ξηράλνω,5
ὑφηγέω,1
πεπ́οηγι,1
ἐρεύω,2
ἀργυρεύω,2
ἐπισπασάω,1
ἐκπεράω,19
νυμφοστολάω,1
διᾳτάομαι,1
κκεκαλυμ́ω,1
ἐπαμμένω,3
παρασοφίζω,1
ὑπαύω,4
διορίζω,1124
ποοφαγέω,1
ὑθλέω,2
περιρράσσω,5
διηθηή,1
διασχίζω,42
ἀποξέω,8
μίνομαι,2
προσεπεξηγέομαι,1
ἐψιλάω,1
περικλυδάω,1
ὀρθοδοξόω,1
οἰλῆφα,16
διειστήκω,7
ἴστημι,1
συνπηίκνυμι,1
ἀνθεστίω,1
δημόω,1
ὑποδέξομαι,2
προανιγιγνώσκω,2
ἐκτετέω,2
μισοπονηρέω,7
ἐρετμόω,3
κατανάλκυμι,3
τετυφάω,1
πλατυγίζω,2
προογιοράσκω,1
σημειόω,70
ὑπερεκφεύγω,1
πελεκοειδέω,1
αἱματέω,8
διοϊστεύω,6
κατατετρόω,2
καταπέπηχα,1
εἰλήπτω,4
πτερέω,1
κεύθομαι,4
διαγνώδω,8
σπαράνκυμι,1
ἔμπεπαρμαι,1
κατακλαίω,9
ἐκπετάζω,20
συναιλήπτω,1
ἐξάνειμι,6
συναποκινδυνεύω,1
μαιμωύω,1
λίπομαι,1
ἀποδικάζω,3
ἐνετείνω,1
ὐποδέχομαι,1
σειγράφω,6
ἐλύκω,1
κατανέμω,66
δεδέω,7
οἴσεμι,1
λεπτοποιέω,1
συνευημερέω,1
διπλασιάζομαι,12
ἁμιλλέω,1
ἐφοδόω,3
τιμάομαι,1
περισπέρχουμʼ2,1
προσαπαιτέω,4
σιωπέω,5
συγκατατήκω,1
ἑψ́ω2,5
ἀπεκρβαίνω,1
ὑπογυιόω,2
προσενεχθέω,2
πυριέω,1
κατασκηνάω,2
συνεπιδημέω,3
λαλάφω,1
περάζω,19
ἐξάγω,860
πόλυμ,7
διεισέρχομαι,1
ἀποβαίω,1
ἀπραγέω,3
ἐκθηλάζω,3
συμπεπληράω,4
Ὄσκω,1
κατεπαγγέλλω,2
ὑποατίνω,1
πρέχω,12
δεδηλόω,1
ἐπόησʼ,1
συμπαρατείνω,3
δηδέσσυμι,1
πεπηγυίειινω,1
ταραχ́ω,3
κε-λεύω,2
γεγράμιυμι,37
ἐκφλαυρίζω,3
ἀποπειράω,18
ὑδατόω,1
λελέω,5
ἔμκστημι,2
διαφυσάομαι,4
θερμ́ανω,4
συντέθειμαι,10
αἰονάομαι,1
ἀφυστερίζω,1
μπεφράσσομαι,1
ἆλαι,1
προκατειργάζομαι,4
καμηλοτροφέω,2
μαργαίνω,7
ἐξοδοιπορέω,1
ἐλαττέομαι,1
ἀποκεκληρόω,2
δάκνομαι,44
χαλάομαι,6
ἐμβΐβαημι,1
συνδειπνέω,87
προϋπισχνέομαι,1
ὀξυμέλιτος,1
συγκατακαίνω,1
ἐπαρκέω,107
προπομπεύδω,1
ἀναίσσω,51
ἀναστήομαι,1
παλαιμονέω,1
εἰσίδω,1
ἀποβιάζομαι,5
βοωτέω,2
ἐρύμνω,3
γάνυμαι,17
ἐξανθήω,1
ἐξταράσσω,2
προσπέχω,1
φυλάζω,7
ἀπορριπίζω,2
λευκανθέω,1
κερανόω,3
ἀνοσιουργέω,2
παρισάω,1
συνεπολιορκέω,1
προδιαθερμαίνω,1
ὑπερπεπάικα,1
ὑπερκρατέω,2
ἐγγιγκοιτέσκω,1
Ἠσκυλίνηομαι,1
ΖΑ,12
τίλομεθημι,1
καταπελτέω,3
ὑπερ́εθω,1
καταγεωργέω,1
συνεπεκυρόω,1
ἀπᾶρσσω,1
κυρώζω,1
σερπύω,1
τραγεῖν,1
ἠλλοτριόω,3
διαγινώσκομαι,3
καταραρίσκω,1
πρόαχω,1
βεβούλημαι,1
παρασχέομαι,1
ἐξηρτυνέομαι,1
ἔπειμι,253
ἐπισυστρέφω,2
προσβιάζομαι,14
ἀναφέψημαι,1
ξυμπεπάγω,2
ὑπεσημαίνω,4
ὀκταετίτημι,1
Ἐγκαλύπτω,1
στητόω,3
ἀμφικαθέζομαι,2
παρανίστημι,2
ἀπογιιρήσκω,7
ἔκθλιβω,1
ἀποφήνω,40
Λαγοῦσζω,1
ἀπαντέω,4
εἷπω,1
καταβρέκω,1
ζητεύω,3
ἐξακοντίζομαι,7
προκαχειρίζω,3
εὐαγορέω,1
φυτουργέω,3
ξεκενόω,1
καταλελύννυμι,3
ὁ͂ψα,3
εἰσπευσμέ-ναιινω,1
πηλλάσσαμαι,1
καταππτώω,2
περιπλαττ́ω,2
πάλιαχε,1
μισηθαίνω,1
κατωκίζω,1
ὑφανάστημι,1
εἰσαιρέω,2
ἀναπείννυμι,1
ἀποξηραίνω,63
ἀνοζώννυμι,1
προλείπω,80
δεδαπανίναμαι,1
ἀποφανέομαι,1
ἐπιρραπίω,1
νδεδείγνυμι,9
διτάσσω,12
συγκενόω,2
περικαύνω,2
διαφυσήω,1
ἐπισυγκράω,1
ἐναφέπω,2
ῥήγω,3
ἀποσαλεύομαι,1
δαιμονέω,2
θρῃσκεύω,5
καταἥτθημαι,1
ἐκπορθέω,45
εἰσωρεύω,1
κβεβοηθηκέω,1
ἀναπονεύω,1
περιτοτυόλνυμι,1
τραυματίζω,38
ἐπιπάσσω,141
ἔκτοσχω,1
τετέ-φρω,1
βούλαμαι,8
ὑπεναντιόω,2
ὑποφθάζω,2
συμπαρατίθημι,1
ὑφιλελείμμεθημι,1
συνεπιστατόω,1
κατορύσσομαι,1
μετακλείω,1
καταρραίνω,21
τερετιζ́ω,1
συγκατορθόω,6
ὑπερκενώομαι,1
ἐκλ́υω,1
εὐορκέω,31
μορέω,3
πολεμοποιέω,8
ἀναδιυμί,1
ἀναπλέχομαι,1
καταδιώζω,2
θαλαττοκρατέω,1
φραδάζω,1
στεποιέω,1
συλνέμω,1
παρίστημʼ,1
δάκνω,646
οσῶδω,1
ὑποκρώζω,1
πεπαρεῖν,1
βάομαι,2
χάσκω,145
πεκορύσσω,1
κατευθεύνω,1
ὑποκεχωρέω,1
συναμαρτάνω,4
ἐμίημι,1
ἀλάτοτω,2
συγκεκλείζημαι,1
προσμυθέω,3
κομπάω,1
κηδεύω,88
ἀγαθοπραγέω,1
ἠπέιγω,1
ἀποχρήομαι,1
γίγνοιμαν,1
προσπεπατταλέω,1
πεπλ́ηγα,6
ἀσθέω,4
ἀναπεταννύω,2
καταφρονέω,1162
ἐξαφέρω,19
ἐσθίο,1
παραφαναίνω,1
βουλαίνω,2
παραπετάζω,1
ἐγχραύω,1
βοθρόω,3
καταυγάζω,8
προησκαίνω,1
Γηώνομαι,1
μασάσοθω,1
καταγλισχραίνομαι,1
διαβλέπτω,1
ἐπιπροπίτνω,1
τρέπλω,1
κατεμετρέω,1
διατιτ́ρομαι,1
προεπιταράσσω,1
ἐπεφύκω,1
προσπασσαλεύω,7
καταμηνιάω,4
ἐξᾳθριάζω,1
ἔννησμαι,1
ἀποτείνομαι,11
μελετασ́ω,4
ἐκγένομαι,1
ἐξάλλομαι,43
ἐξελέγζω,3
ἀλτέχω,1
συνεπιρρέπω,1
ἐπαιγίζω,8
κέκλειμι,1
μελιττάνομαι,1
διαπνεό-ω,1
ἀποκλύω,9
παρᾳνόε,1
ἀποείργω,1
ἐπαγγέλκω,2
διωμοσᾶμαι,1
Πριαπίνηομαι,1
ἐπιβουλευθαίνω,1
ἀπαγορεύω,325
λανθʼ́νω,1
περιστατέω,1
κατωρθ́οωκε,3
προσπαργράφω,1
ἀπαγ́γω,2
μετασγχάνω,2
ξύνημμαι,1
γκεχύω,5
συμπλαίκω,3
ἀντιπράττω,3
περιξέω,10
συνημερεύω,13
ἐδυσχαραίνω,1
φθαρ́δω,1
ἀποφεάγω,2
προέρω,2
εὑρΐημι,3
αἴραρα,1
τορύνω,1
ὑπονυστάζω,3
βαρδύνω,1
ὑπεξάπτω,3
ἀμβλέπω,1
διαπτόημαι,1
συναντλέω,1
εὐάγρνω,1
μεμακνέομαι,1
ἐκνικᾷν,1
ἀντιλάβλυμι,1
φθαρ͂μαι,1
ὁποτερωσόω,1
ἐμμείγνυμι,2
μεταιβάλλω,1
ἐξωπταίνω,1
ΐκτω,1
ἐξίστω,1
ἀποχυρόω,1
ἀλλοτριάζω,2
διαδικαιόω,4
φυλλάσσω,2
ἐπιγεγεννέω,1
συναίνυμαι,1
∠ΕΖΗ,1
ὑπερπλήσσω,1
μηνιάω,4
ὁμονοοῦμʼ2,1
κυματόω,5
ὀκλαύνω,1
ἐξῃρῆκα,1
ἀνοπλάσσω,1
κατηγγυέω,2
ἀνυσσω,1
ἐσμάζω,1
ἀποτάνω,5
ἐργάζε-μαι,1
ἀνταστρέφω,2
δεξιόομαι,112
Ἀχαιόω,1
βαρβαρόω,2
καταστρόομαι,1
εἰφίημι,1
καταλλάττω,1
παραδεδραμέω,1
ἐξαπολεμόω,1
ἐμπάλλω,1
ἐράσσω,1
προσκεκάυκω,1
ἀνανοίγνυμι,18
περιρρήχομαι,2
περιαργυρόω,1
ἐνστίζω,1
πεβάλλω,2
κατέιλεγμαι,2
διαβυνέω,2
ὑγιάομαι,2
στάλκω,1
ἀναλόω,37
ἐντεύχω,16
δειπνέω,509
πήχομαι,3
εἰσκέλλω,1
νατεθνήκω,1
ἀφ́ικω,7
πέθω,2
ἀποδογιδράσκω,2
προσεβλάπτω,1
καρπώω,3
μεγαίρω,22
ἐφοδάω,1
παραδωσείω,1
ἀνέιλημμαι,1
ἠπαίσσω,1
κατασχεθόω,1
ἐνεδρεύομαι,1
Σελάνα,1
ἀνερέω,4
σχινίζω,2
εὐλαβίνω,1
ἀνοίχομαι,1
καταπρήγσυμι,1
προσεξελίσσω,1
ἐπιδίζημαι,2
ἀποδιδέχω,2
εἰσαφίζω,1
ὀριγνάομαι,16
διέρχομαι,2510
βλασφημέω,182
ἀληλέζομαι,2
κνισῴζω,2
ἀνατολμάω,1
διαπαύω,14
ἀντίφημι,6
ἐπαρ́ω,1
ἀγίημι,2
ἀλεῇσκω,1
διηγορεύω,1
περιπεσίσκω,1
ἐνεχθέω,29
προλοχίζω,18
βυσουργώσκω,1
συντεχνάομαι,1
τιτάκτω,3
ἡτταίνω,3
ἀντευπεποιέω,1
ἀπολιγαίνω,1
ΝΟμαι,3
συμβαγιβιώσκω,1
χρονίω,3
συναλέγχω,1
μεν,1
λυσ́ιγα,1
ἀποφείνω,1
ἀπαγινέω,7
ἀντεπαείδω,1
μετφάρω,1
συντεκταίνομαι,3
εὐαντέω,1
ἁμαρτέω,17
ἀντιταξαίνω,1
ἐλήγω,2
ᾀτάω,1
διαπεφοιτηκέω,1
κυνέω,46
μεταχάζω,1
φθεγξέω,1
προυβάλλω,2
ἐντεύγω,8
ὑποδέσσω,1
διαγράφω,104
καταλωφάω,1
μαιμώω,1
ὑπερηλγέω,2
λεηλατεύω,1
τελεέω,1
ἀλάω,4
ἀλητεύω,6
εὐανδρόω,1
ὀπηδέω,20
ἐξεμλετάω,1
ὑποκαθέζομαι,1
ἀπεθαλύνω,1
ἀνθάπτω,2
οἰρῆδα,1
ἀντεφεστιάω,1
φειλκύζω,1
ἀνθρακόω,2
ἀναγελάω,16
ἐπισκρέπω,4
καταπιμπλάω,4
πνευσέω,2
ἐκτανμάνω,1
διαλοιδορήομαι,1
προνίνημυ,1
λελικμέω,1
ἐπακούω,187
ὀπισθοφυλακέω,18
ἀπαείρω,4
μεθωρκέω,1
περιαστράπτω,1
ἀποκυλίζω,5
ὠθέω,660
ἀποκτονίω,1
ἐκθύω,19
στρώννυμι,3
συνεισευπορέω,1
ἀρρενοτοκέω,4
προσρηγνύω,1
ἀποφυγγάνω,1
ἐμμελετάω,4
ὑποδίδοι,1
δειελιέω,2
κτεθεραπεύνω,1
Κανωπίταμαι,1
συγκύφω,1
ἵσταλημι,8
προαποθνήσκω,2
ξἡάπτω,3
ἔδημαγωγα,1
στημορραγέω,1
ἰσχυρέω,3
προσκατασήπω,1
σκατοφαγέω,2
περιγίγνομαι,638
ἐμβρέχω,17
διακικρᾴσκαμαι,1
ἀφικνέωμαι,17
γραμματεύω,15
ἀμελ́γω,2
ἐπιπαμφαλάω,1
μόχομαι,1
χωροβατέω,1
φιλοχρηματέω,4
περιοδυνάω,4
ἐμφράγνυμι,3
ἀνθυπαφέρω,1
ἀμφιπονέομαι,4
μέχω,3
συνεπελαμβάνω,1
χρῦφρυν,1
προσθεῖμαι,1
συγκαύω,7
προκεχρίζω,1
προάρω,1
δεικνύομαι,23
διάχθνυμι,3
καθορᾷν,3
προσιλέγω,7
συντριβειίνω,3
ἐναφύω,9
ΖΟμΓ,1
ὕπειμι,82
ἀνεξικακέω,1
μογέω,91
ὑπεστράω,2
ὀρρώδεω,2
κατερειψ́ω,2
μεθάλλω,1
πίφυ,17
γαυρόομαι,1
κλινέω,1
φήμʼ2,3
διαρριπίζω,1
δέφερω,1
διάχοθω,1
ἐναλλάσσω,93
ἐκπέπω,3
προεξευκρινέω,2
ἄζομαι,1
ἐνασθίω,1
ἴρριγωμι,1
",δέω",1
σπειράομαι,4
ὑποβαβλάω,17
προνικάω,10
ἐπεισκρίνω,3
ὑποτέτημι,1
συνεσχολάζω,1
ἐπισημηίνω,3
αὐτοτροπήσας,1
σφαλόω,1
λαρκοφοράω,1
ματέω,2
ἀφεψύγμαι,1
εἴδομαι,86
συμμεμέρνω,1
λαμβάνομαι,11
συμμιαίνω,1
ἐργωμί,1
καθοπλίω,1
ἐπιβρέχω,20
συμπίμπρημι,2
καταράδομαι,1
πικεκηρύγνυμι,1
συνηνόω,1
νωτίζω,3
σιτηρεσιάζω,1
ἀντεπιπλέω,3
ᾁομαι,1
διατετ́αιυμι,3
ἀπολαλέω,2
μεταστόομαι,1
συμπερινοστέω,6
συνεώζω,1
ἐπίμπλημι,3
ξυνμβαίημι,1
πεμφθόω,1
έπεμπτω,1
γενναίνω,1
ἐπιπολάζω,186
ἀποταφρεύω,17
συνιγιιλήσχω,1
ἐπικηρυκεύω,6
ναυαρχάω,1
ἀπαιτίζω,2
ἐντετάω,15
προσκεμάννυμι,1
ἐχοντω,1
διομολογέω,60
ἀποθρῴσκω,7
περιέλλω,1
ἐναγκυλίζομαι,1
δειλαίνω,2
ρΐημι,1
περάννυμι,6
μετειληφυιόω,1
νϛ,1
ἐπικαγικλώσκω,1
ἐνσεφέρω,1
ὑπελαμβάνω,1
κατεκούω,1
ἐξηκοντίζω,1
καθιέω,6
καθίπτημι,2
ἀναγεγράπτω,3
δέον-μαι,1
ἐγκραγόομαι,1
ἀποκριναίω,1
ἐπιμαίνω,13
συναπαίρω,22
φιλιππιδόομαι,3
πεβοάω,5
ἠνδρόω,2
ἱδρδιώκω,1
δοθείσειινω,1
ὁδοποιάω,1
τριχέω,16
πενταπ́λειμι,4
κατακτέννω,1
ἐυμεγίημι,1
πεπάνομαι,1
κατίζω,1
ἐπιλελοιπ́ρχομαα,1
ἐπιλεπτύνω,1
μετασαλεύω,1
διαστρέπω,1
δυσμενέω,3
συγγνίδωμι,2
προαφανίζω,1
ἀντεπιμελέομαι,1
καταπετροκοπέω,1
ρηρείδω,1
προπέρχομαι,6
ἀντοικοδομέω,10
ἀρραβωνίννυμι,1
κατακεχρυσώω,1
ὀκείλω,1
λωφέω,11
θυμούμεναι,1
μέμηκυγκα,1
διηλιλάγω,2
παραπλεκνέομαι,1
σεσοφίζω,1
ἀναρρήγω,3
περανάω,2
ἀνατρίζω,1
φθάω,2
ἐλαττόω,32
πηλπίζω,5
διαπλείνω,1
ἐβαδίζω,1
ἀσταφυλίνω,1
περιολισθάνω,8
στεγανούω,1
συνεφοιτάω,1
κρατήσω,1
ἀμνηστέω,3
ἀνακαθαίρω,61
ἐντρίφω,1
προσαναπαύω,10
ἀρόρω,1
παραλογίσθτω,1
ἀναφλέγω,26
λελεπτύζομαι,2
συναποτιννύημί,1
λελίημαι,13
προαφίσταμαι,9
ἀπογυμνῴζω,1
ῥιπτ́εω,1
ἐξανάθλυμι,2
συντιταίνω,2
μνησικακέω,177
αἰναθρῴσκω,1
ἀνακυκλόω,10
συντίθεμαι,3
τυπτέω,5
δέμνω,1
συνδείδω,1
λακάζω,2
στένω,171
διαδορατίζω,1
ἐνσημαίνω,14
ἀμελ́ζω,1
ἐκδείκνυμι,11
Μαχάμηομαι,1
κατιλλαίνω,3
διαπωρόω,3
συγκαταψύχω,4
μελετέο,1
μειδʼ́ω,1
παραμηκάομαι,1
ἀναληφθαίνω,1
ἀναβάλλυμι,3
ἑφθοῖσιοπάω,1
βραχεῖν,4
ψυχόω,2
νεκροφαγέω,1
βληχάομαι,7
στηρίγσυμι,3
ἀπηρνεσάομαι,1
κατοξηρέφω,1
ἀντιπεριίσταμαι,1
σύν-ἐπισκέπτομαι,1
δυσθυμέω,14
μετοφέρο,3
πρὀνοήω,2
γηροκομέω,7
συνδεδέω,1
ἀνατιμάω,4
ὄστλιγγα,1
ὑπερεπιθυμέω,3
συνεστρατεύω,4
ἄπειμι,490
πεπόμφημί,1
προβέβουλα,1
μπεπορπέω,1
μεμψιμοιρέω,11
προσωπάω,1
ἀπέπλω,5
ἐπιρρώω,1
προσανογιγνώσκω,1
σέσηπα,15
ὑπερεπέπλημαι,1
ὡρμ́ηκα,1
κατακεκοσμέω,2
προσαποφαίνω,3
συμπελαμβάνω,1
στερνοτυπέω,1
χυτρίδω,1
ἀνεστομάομαι,5
πίομαι,1
ντετυπόω,2
μαυραίνω,1
ποτισάω,1
προκατέδνυμι,1
κατεριθμέω,1
ὀψωνίζομαι,1
παρεστεῶτεομαι,2
ἠλλάγμαι,1
ὀμόω,27
πέπτομαι,6
μεσεύω,6
προαποτίκτω,1
ἐκπλεύκω,2
κοιμάαμαι,2
συναποσπάω,2
διαμασχαλίζω,1
περιορᾷν,1
ἀνθρωπεύομαι,1
συγχειμάζομαι,1
ἔμεν,2
ὑπεκπρορέω,2
κεκτάνομαι,1
σιγάω,366
πέποιθε,1
ἐνηργέω,2
ἐπικαύνω,1
εἰσπίπτω,171
ἐντειχίζω,16
ἐρθαίνω,1
λφακούω,1
ἐξαπονέομαι,2
ἀποβρεχ́ω,1
αὐδάζομαι,5
διατειχίζω,27
ἀνακαθαιρέω,2
ἐξοιμώζω,2
Γαρω,1
μνήθω,2
ἐπεμύνω,12
γυναικομανέω,2
λέομαι,1
ἀναγρεταίω,1
ἀναλιμβάνω,1
πολάω,3
μηχανόω,1
ἀντανακλάω,1
ἐκφυτεύω,3
τιθέω,3
ξυμβάλλυμι,1
κεκοπρόω,1
προσενθήκω,1
ἀποδαρθάνω,1
ἀλέω,50
ξυμμετριάω,1
ἐπιφθέγγομαι,52
ἠφαν́ρχομαι,1
ἀναστομέω,29
καταυλίνδω,1
δειλόομαι,2
ἐνοδείκνυμι,9
μνήζομαι,5
ἔξησθενηκα,1
ἀρχαΐζω,1
συνεπαυκνέομαι,2
ὑποδείδω,34
κρουνίζω,2
ἐπιδεσθίω,1
κατασυλλογίζομαι,1
ἀτρεμένω,1
προλίπω,2
ἀποσβαύω,3
μέμονακα,2
προὐχέω,3
διακεχωρ́ηκα,1
κυνηγέω,25
ἀπότεταμαι,3
δειεκωλύω,1
ὀδυναίνω,2
πλωάω,2
προηγγέλμαι,1
ὀπύιω,2
πρόθεμαι,1
ποππυσ́ω,1
συνάχθομαι,37
ἀντικαταλλάσσω,30
ὑποχαράσσω,3
ΚΞΝ,1
πορφυρεύω,1
ὑποβλίσσω,1
ἐκβρόω,1
ὀχύορω,5
ἀρείγω,3
σκυτοτομέω,15
ἐμφηδάω,1
ἀνακταίνω,1
συντάχυναμι,1
παράσσω,10
